layer,county_fips,county_name,h3,black_alone_apportioned,black_alone_delta,black_alone_point,dem_votes_apportioned,dem_votes_delta,dem_votes_point,hispanic_or_latino_apportioned,hispanic_or_latino_delta,hispanic_or_latino_point,non_hispanic_white_alone_apportioned,non_hispanic_white_alone_delta,non_hispanic_white_alone_point,rep_votes_apportioned,rep_votes_delta,rep_votes_point,total_population_apportioned,total_population_delta,total_population_point,total_votes_apportioned,total_votes_delta,total_votes_point,voting_age_population_apportioned,voting_age_population_delta,voting_age_population_point,white_alone_apportioned,white_alone_delta,white_alone_point
precincts,001,Alamance,872a8bb99ffffff,,,,253.977428,-959.022572,1213.0,,,,,,,334.299648,-1341.700352,1676.0,,,,588.277076,-2300.722924,2889.0,,,,,,
precincts,001,Alamance,872a8bb9affffff,,,,149.603873,149.603873,0.0,,,,,,,133.526355,133.526355,0.0,,,,283.130227,283.130227,0.0,,,,,,
precincts,001,Alamance,872a8bb9bffffff,,,,176.833706,176.833706,0.0,,,,,,,157.823327,157.823327,0.0,,,,334.657033,334.657033,0.0,,,,,,
precincts,001,Alamance,872a8bb9cffffff,,,,54.825756,54.825756,0.0,,,,,,,54.457249,54.457249,0.0,,,,109.283005,109.283005,0.0,,,,,,
precincts,001,Alamance,872a8bb9dffffff,,,,168.638681,168.638681,0.0,,,,,,,216.105626,216.105626,0.0,,,,384.744307,384.744307,0.0,,,,,,
precincts,001,Alamance,872a8bb9effffff,,,,54.821872,54.821872,0.0,,,,,,,54.453391,54.453391,0.0,,,,109.275263,109.275263,0.0,,,,,,
precincts,001,Alamance,872a8bbb0ffffff,,,,54.919448,54.919448,0.0,,,,,,,54.55031,54.55031,0.0,,,,109.469758,109.469758,0.0,,,,,,
precincts,001,Alamance,872a8bbb1ffffff,,,,53.219403,53.219403,0.0,,,,,,,52.861693,52.861693,0.0,,,,106.081096,106.081096,0.0,,,,,,
precincts,001,Alamance,872a8bbb2ffffff,,,,54.915577,54.915577,0.0,,,,,,,54.546466,54.546466,0.0,,,,109.462043,109.462043,0.0,,,,,,
precincts,001,Alamance,872a8bbb3ffffff,,,,54.895063,54.895063,0.0,,,,,,,54.52609,54.52609,0.0,,,,109.421153,109.421153,0.0,,,,,,
precincts,001,Alamance,872a8bbb4ffffff,,,,32.522116,32.522116,0.0,,,,,,,32.303521,32.303521,0.0,,,,64.825637,64.825637,0.0,,,,,,
precincts,001,Alamance,872a8bbb5ffffff,,,,31.840302,31.840302,0.0,,,,,,,31.626289,31.626289,0.0,,,,63.466591,63.466591,0.0,,,,,,
precincts,001,Alamance,872a8bbb6ffffff,,,,40.902077,40.902077,0.0,,,,,,,40.627156,40.627156,0.0,,,,81.529233,81.529233,0.0,,,,,,
